occupation,maritalStatus,,Y
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Retired,Widowed,,1
Retired,Widowed,,1
Retired,Widowed,,1
Retired,Widowed,,0
Retired,Widowed,,1
Retired,Widowed,,0
Retired,Widowed,,1
Retired,Widowed,,1
Retired,Widowed,,0
Retired,Widowed,,1
Retired,Widowed,,0
Retired,Widowed,,1
Retired,Widowed,,1
Retired,Widowed,,1
Retired,Widowed,,0
Retired,Widowed,,0
Retired,Widowed,,1
Retired,Widowed,,1
Retired,Widowed,,1
Retired,Widowed,,1
Retired,Widowed,,1
Retired,Widowed,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,0
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,1
Sales & Related,Single,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,0
Retired,Unmarried partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,0
Retired,Unmarried partner,,0
Retired,Unmarried partner,,0
Retired,Unmarried partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,0
Legal,Unmarried partner,,1
Legal,Unmarried partner,,1
Legal,Unmarried partner,,0
Legal,Unmarried partner,,0
Legal,Unmarried partner,,1
Legal,Unmarried partner,,1
Legal,Unmarried partner,,1
Legal,Unmarried partner,,1
Legal,Unmarried partner,,1
Legal,Unmarried partner,,0
Legal,Unmarried partner,,0
Legal,Unmarried partner,,1
Legal,Unmarried partner,,0
Legal,Unmarried partner,,0
Legal,Unmarried partner,,1
Legal,Unmarried partner,,0
Legal,Unmarried partner,,0
Legal,Unmarried partner,,0
Legal,Unmarried partner,,0
Legal,Unmarried partner,,1
Legal,Unmarried partner,,0
Legal,Unmarried partner,,0
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Arts Design Entertainment Sports & Media,Single,,1
Arts Design Entertainment Sports & Media,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,0
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,0
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,0
Architecture & Engineering,Married partner,,0
Architecture & Engineering,Married partner,,0
Architecture & Engineering,Married partner,,0
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,0
Architecture & Engineering,Married partner,,0
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,1
Architecture & Engineering,Married partner,,0
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Healthcare Practitioners & Technical,Single,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,0
Personal Care & Service,Unmarried partner,,0
Personal Care & Service,Unmarried partner,,0
Personal Care & Service,Unmarried partner,,0
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,0
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,0
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,0
Personal Care & Service,Unmarried partner,,0
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,1
Personal Care & Service,Unmarried partner,,1
